lending_protocol_metrics_id,lending_protocol_id,tvl,date,time,day_of_week
757,1,244000000,2022-09-17,19:00:43,Sat
758,3,62731661,2022-09-17,19:00:45,Sat
759,2,112380000,2022-09-17,19:15:34,Sat
760,1,244000000,2022-09-17,19:15:38,Sat
761,3,62722956,2022-09-17,19:15:42,Sat
762,2,112510000,2022-09-17,19:30:38,Sat
763,3,62817779,2022-09-17,19:30:43,Sat
764,1,244000000,2022-09-17,19:30:44,Sat
765,2,112590000,2022-09-17,19:45:37,Sat
766,1,245000000,2022-09-17,19:45:39,Sat
767,3,62893158,2022-09-17,19:45:42,Sat
768,2,112280000,2022-09-18,20:30:07,Sat
769,3,62729010,2022-09-18,20:30:15,Sat
770,1,243000000,2022-09-18,20:30:15,Sat
771,2,112280000,2022-09-18,20:30:37,Sat
772,3,62736717,2022-09-18,20:30:42,Sat
773,1,243000000,2022-09-18,20:30:44,Sat
774,2,112320000,2022-09-18,20:45:37,Sat
775,1,243000000,2022-09-18,20:45:41,Sat
776,3,62771893,2022-09-18,20:45:44,Sat
777,2,112350000,2022-09-18,21:00:38,Sat
778,1,243000000,2022-09-18,21:00:40,Sat
779,3,62789956,2022-09-18,21:00:43,Sat
780,2,112350000,2022-09-18,21:15:36,Sat
781,1,244000000,2022-09-18,21:15:42,Sat
782,3,62789614,2022-09-18,21:15:44,Sat
783,1,243000000,2022-09-18,21:30:39,Sat
784,2,112400000,2022-09-18,21:30:39,Sat
785,3,62854792,2022-09-18,21:30:46,Sat
786,2,73120000,2022-09-18,21:45:37,Sat
787,1,243000000,2022-09-18,21:45:42,Sat
788,3,62816460,2022-09-18,21:45:44,Sat
789,2,112260000,2022-09-18,22:00:39,Sat
790,3,62783786,2022-09-18,22:00:45,Sat
791,1,243000000,2022-09-18,22:00:45,Sat
792,2,112260000,2022-09-18,22:15:38,Sat
793,1,244000000,2022-09-18,22:15:42,Sat
794,3,62783664,2022-09-18,22:15:44,Sat
795,2,112260000,2022-09-18,22:30:39,Sat
796,1,244000000,2022-09-18,22:30:40,Sat
797,3,62781451,2022-09-18,22:30:43,Sat
798,2,112270000,2022-09-18,22:45:36,Sat
799,3,62783562,2022-09-18,22:45:44,Sat
800,1,244000000,2022-09-18,22:45:46,Sat
801,2,112270000,2022-09-18,23:00:39,Sat
802,3,62784061,2022-09-18,23:00:43,Sat
803,1,244000000,2022-09-18,23:00:46,Sat
804,2,112220000,2022-09-18,23:15:37,Sat
805,3,62762361,2022-09-18,23:15:43,Sat
806,1,243000000,2022-09-18,23:15:44,Sat
807,2,112220000,2022-09-18,23:30:39,Sat
808,3,62763440,2022-09-18,23:30:44,Sat
809,1,243000000,2022-09-18,23:30:44,Sat
810,2,112200000,2022-09-18,23:45:36,Sat
811,1,244000000,2022-09-18,23:45:40,Sat
812,2,112010000,2022-09-18,00:00:39,Sun
813,1,243000000,2022-09-18,00:00:41,Sun
814,3,62590549,2022-09-18,00:00:43,Sun
815,2,112030000,2022-09-18,00:15:36,Sun
816,3,62593954,2022-09-18,00:15:43,Sun
817,2,112090000,2022-09-18,00:30:38,Sun
818,1,244000000,2022-09-18,00:30:42,Sun
819,3,62635159,2022-09-18,00:30:45,Sun
820,2,112100000,2022-09-18,00:45:36,Sun
821,3,62667666,2022-09-18,00:45:43,Sun
822,1,244000000,2022-09-18,00:45:44,Sun
823,2,112120000,2022-09-18,01:00:39,Sun
824,3,62668569,2022-09-18,01:00:44,Sun
825,1,244000000,2022-09-18,01:00:47,Sun
826,2,73050000,2022-09-18,01:15:36,Sun
827,3,62672344,2022-09-18,01:15:44,Sun
828,2,68800000,2022-09-18,01:30:39,Sun
829,1,245000000,2022-09-18,01:30:46,Sun
830,3,62676670,2022-09-18,01:30:47,Sun
831,2,112200000,2022-09-18,01:45:36,Sun
832,3,62732319,2022-09-18,01:45:43,Sun
833,1,243000000,2022-09-18,01:45:47,Sun
834,2,73100000,2022-09-18,02:00:37,Sun
835,1,245000000,2022-09-18,02:00:47,Sun
836,3,62774561,2022-09-18,02:00:50,Sun
837,2,112370000,2022-09-18,02:15:36,Sun
838,3,62855876,2022-09-18,02:15:43,Sun
839,1,246000000,2022-09-18,02:15:44,Sun
840,2,112370000,2022-09-18,02:30:39,Sun
841,1,245000000,2022-09-18,02:30:43,Sun
842,3,62871342,2022-09-18,02:30:45,Sun
843,2,112350000,2022-09-18,02:45:38,Sun
844,1,246000000,2022-09-18,02:45:42,Sun
845,3,62858855,2022-09-18,02:45:43,Sun
846,2,112340000,2022-09-18,03:00:39,Sun
847,3,62857290,2022-09-18,03:00:45,Sun
848,1,247000000,2022-09-18,03:00:46,Sun
849,2,112290000,2022-09-18,03:15:36,Sun
850,3,62862695,2022-09-18,03:15:45,Sun
851,1,246000000,2022-09-18,03:15:51,Sun
852,2,112290000,2022-09-18,03:30:43,Sun
853,3,62880469,2022-09-18,03:30:46,Sun
854,1,246000000,2022-09-18,03:30:47,Sun
855,2,112210000,2022-09-18,03:45:39,Sun
856,1,245000000,2022-09-18,03:45:42,Sun
857,3,62869518,2022-09-18,03:45:45,Sun
858,2,112210000,2022-09-18,04:00:42,Sun
859,3,62873522,2022-09-18,04:00:44,Sun
860,1,246000000,2022-09-18,04:00:45,Sun
861,2,112280000,2022-09-18,04:15:38,Sun
862,3,62936379,2022-09-18,04:15:45,Sun
863,1,247000000,2022-09-18,04:15:52,Sun
864,2,112290000,2022-09-18,04:30:40,Sun
865,3,62933993,2022-09-18,04:30:48,Sun
866,1,245000000,2022-09-18,04:30:50,Sun
867,2,112420000,2022-09-18,04:45:39,Sun
868,3,62935668,2022-09-18,04:45:44,Sun
869,1,243000000,2022-09-18,04:45:46,Sun
870,2,112370000,2022-09-18,05:00:42,Sun
871,3,62915918,2022-09-18,05:00:50,Sun
872,2,112290000,2022-09-18,05:15:38,Sun
873,1,243000000,2022-09-18,05:15:43,Sun
874,3,62912460,2022-09-18,05:15:45,Sun
875,2,112200000,2022-09-18,05:30:42,Sun
876,3,62813168,2022-09-18,05:30:46,Sun
877,1,245000000,2022-09-18,05:30:58,Sun
878,2,112240000,2022-09-18,05:45:37,Sun
879,3,62758494,2022-09-18,05:45:46,Sun
880,1,243000000,2022-09-18,05:45:47,Sun
881,2,72760000,2022-09-18,06:00:39,Sun
882,3,62354118,2022-09-18,06:00:46,Sun
883,1,241000000,2022-09-18,06:00:57,Sun
884,2,111480000,2022-09-18,06:15:45,Sun
885,3,62354493,2022-09-18,06:15:51,Sun
886,1,240000000,2022-09-18,06:15:57,Sun
887,2,111810000,2022-09-18,06:30:40,Sun
888,1,241000000,2022-09-18,06:30:44,Sun
889,3,62521259,2022-09-18,06:30:46,Sun
890,2,111780000,2022-09-18,06:45:39,Sun
891,3,62513422,2022-09-18,06:45:46,Sun
892,1,242000000,2022-09-18,06:45:46,Sun
893,2,68650000,2022-09-18,07:00:40,Sun
894,3,62455645,2022-09-18,07:00:44,Sun
895,1,241000000,2022-09-18,07:00:49,Sun
896,2,72900000,2022-09-18,07:15:38,Sun
897,3,62458292,2022-09-18,07:15:43,Sun
898,1,242000000,2022-09-18,07:15:48,Sun
899,2,111720000,2022-09-18,07:30:37,Sun
900,3,62462533,2022-09-18,07:30:43,Sun
901,1,242000000,2022-09-18,07:30:47,Sun
902,2,68700000,2022-09-18,07:45:37,Sun
903,3,62477466,2022-09-18,07:45:44,Sun
904,1,243000000,2022-09-18,07:45:46,Sun
905,2,111740000,2022-09-18,08:00:39,Sun
906,3,62466680,2022-09-18,08:00:46,Sun
907,1,242000000,2022-09-18,08:00:49,Sun
908,2,111610000,2022-09-18,08:15:37,Sun
909,1,243000000,2022-09-18,08:15:40,Sun
910,3,62405074,2022-09-18,08:15:43,Sun
911,2,111590000,2022-09-18,08:30:40,Sun
912,3,62394009,2022-09-18,08:30:46,Sun
913,1,242000000,2022-09-18,08:30:52,Sun
914,2,111670000,2022-09-18,08:45:36,Sun
915,1,243000000,2022-09-18,08:45:41,Sun
916,3,62437951,2022-09-18,08:45:43,Sun
917,2,111750000,2022-09-18,09:00:38,Sun
918,1,243000000,2022-09-18,09:00:41,Sun
919,3,62473644,2022-09-18,09:00:43,Sun
920,2,111760000,2022-09-18,09:15:36,Sun
921,1,241000000,2022-09-18,09:15:41,Sun
922,3,62474645,2022-09-18,09:15:43,Sun
923,2,111750000,2022-09-18,09:30:36,Sun
924,3,62485675,2022-09-18,09:30:45,Sun
925,1,242000000,2022-09-18,09:30:47,Sun
926,2,111700000,2022-09-18,09:45:37,Sun
927,1,243000000,2022-09-18,09:45:40,Sun
928,3,62489597,2022-09-18,09:45:44,Sun
929,2,111670000,2022-09-18,10:00:40,Sun
930,1,242000000,2022-09-18,10:00:42,Sun
931,3,62501793,2022-09-18,10:00:45,Sun
932,2,111630000,2022-09-18,10:15:38,Sun
933,3,62460306,2022-09-18,10:15:44,Sun
934,1,242000000,2022-09-18,10:15:47,Sun
935,2,111290000,2022-09-18,10:30:37,Sun
936,1,241000000,2022-09-18,10:30:43,Sun
937,3,62263160,2022-09-18,10:30:44,Sun
938,2,111170000,2022-09-18,10:45:37,Sun
939,3,62248671,2022-09-18,10:45:44,Sun
940,1,239000000,2022-09-18,10:45:47,Sun
941,2,111080000,2022-09-18,11:00:39,Sun
942,1,239000000,2022-09-18,11:00:42,Sun
943,3,62172605,2022-09-18,11:00:44,Sun
944,2,111150000,2022-09-18,11:15:38,Sun
945,3,62205125,2022-09-18,11:15:44,Sun
946,1,239000000,2022-09-18,11:15:44,Sun
947,2,111160000,2022-09-18,11:30:40,Sun
948,3,62211090,2022-09-18,11:30:46,Sun
949,1,240000000,2022-09-18,11:30:49,Sun
950,2,111040000,2022-09-18,12:00:39,Sun
951,1,239000000,2022-09-18,12:00:42,Sun
952,3,62154198,2022-09-18,12:00:45,Sun
953,2,110570000,2022-09-18,12:15:38,Sun
954,3,61870110,2022-09-18,12:15:42,Sun
955,1,237000000,2022-09-18,12:15:44,Sun
956,2,110560000,2022-09-18,12:30:41,Sun
957,3,61882320,2022-09-18,12:30:44,Sun
958,1,238000000,2022-09-18,12:30:53,Sun
959,2,110360000,2022-09-18,12:45:37,Sun
960,1,236000000,2022-09-18,12:45:44,Sun
961,3,61802485,2022-09-18,12:45:45,Sun
962,2,110280000,2022-09-18,13:00:40,Sun
963,3,61829433,2022-09-18,13:00:44,Sun
964,1,237000000,2022-09-18,13:00:56,Sun
965,2,110180000,2022-09-18,13:15:37,Sun
966,1,236000000,2022-09-18,13:15:45,Sun
967,3,61773082,2022-09-18,13:15:46,Sun
968,2,110270000,2022-09-18,13:30:37,Sun
969,1,235000000,2022-09-18,13:30:43,Sun
970,3,61783775,2022-09-18,13:30:44,Sun
971,2,110100000,2022-09-18,13:45:36,Sun
972,1,235000000,2022-09-18,13:45:44,Sun
973,2,110210000,2022-09-18,14:00:38,Sun
974,1,235000000,2022-09-18,14:00:43,Sun
975,2,110230000,2022-09-18,14:15:34,Sun
976,1,235000000,2022-09-18,14:15:43,Sun
977,2,110090000,2022-09-18,14:30:37,Sun
978,1,237000000,2022-09-18,14:30:47,Sun
979,2,110080000,2022-09-18,14:45:34,Sun
980,1,236000000,2022-09-18,14:45:47,Sun
981,2,110050000,2022-09-18,15:00:40,Sun
982,1,235000000,2022-09-18,15:00:51,Sun
983,2,110030000,2022-09-18,15:15:34,Sun
984,1,235000000,2022-09-18,15:15:39,Sun
985,2,110130000,2022-09-18,15:30:37,Sun
986,1,236000000,2022-09-18,15:30:43,Sun
987,2,110150000,2022-09-18,15:45:37,Sun
988,1,236000000,2022-09-18,15:45:55,Sun
989,2,110140000,2022-09-18,16:00:40,Sun
990,1,236000000,2022-09-18,16:00:48,Sun
991,2,110040000,2022-09-18,16:15:37,Sun
992,1,236000000,2022-09-18,16:15:40,Sun
993,2,110030000,2022-09-18,16:30:42,Sun
994,1,236000000,2022-09-18,16:30:46,Sun
995,2,110020000,2022-09-18,16:45:34,Sun
996,1,235000000,2022-09-18,16:45:43,Sun
997,2,109870000,2022-09-18,17:00:39,Sun
998,1,235000000,2022-09-18,17:00:43,Sun
999,2,108540000,2022-09-18,17:15:35,Sun
1000,1,230000000,2022-09-18,17:15:39,Sun
1001,2,70730000,2022-09-18,17:30:41,Sun
1002,1,230000000,2022-09-18,17:30:43,Sun
1003,2,108380000,2022-09-18,17:45:35,Sun
1004,1,230000000,2022-09-18,17:45:44,Sun
1005,2,66580000,2022-09-18,18:00:42,Sun
1006,1,231000000,2022-09-18,18:00:50,Sun
1007,1,229000000,2022-09-18,18:15:50,Sun
1008,2,107720000,2022-09-18,18:30:40,Sun
1009,1,228000000,2022-09-18,18:30:56,Sun
1010,2,107840000,2022-09-18,18:45:36,Sun
1011,1,229000000,2022-09-18,18:45:48,Sun
1012,2,108050000,2022-09-18,19:00:42,Sun
1013,1,230000000,2022-09-18,19:00:44,Sun
1014,2,108180000,2022-09-18,19:30:39,Sun
1015,1,230000000,2022-09-18,19:30:45,Sun
1016,2,70700000,2022-09-18,19:45:36,Sun
1017,1,229000000,2022-09-18,19:45:40,Sun
1018,2,107860000,2022-09-19,20:00:43,Sun
1019,1,229000000,2022-09-19,20:00:47,Sun
1020,2,107920000,2022-09-19,20:15:37,Sun
1021,1,229000000,2022-09-19,20:15:42,Sun
1022,2,108310000,2022-09-19,20:30:42,Sun
1023,1,230000000,2022-09-19,20:30:50,Sun
1024,2,108530000,2022-09-19,20:45:35,Sun
1025,1,231000000,2022-09-19,20:45:49,Sun
1026,2,108620000,2022-09-19,21:00:38,Sun
1027,1,231000000,2022-09-19,21:00:47,Sun
1028,2,108650000,2022-09-19,21:15:37,Sun
1029,1,232000000,2022-09-19,21:15:50,Sun
1030,2,70920000,2022-09-19,21:30:43,Sun
1031,2,70820000,2022-09-19,22:14:34,Sun
1032,1,231000000,2022-09-19,22:14:43,Sun
1033,2,108390000,2022-09-19,22:15:35,Sun
1034,1,231000000,2022-09-19,22:15:42,Sun
1035,2,107450000,2022-09-19,22:30:37,Sun
1036,1,228000000,2022-09-19,22:30:45,Sun
1037,2,107150000,2022-09-19,22:45:35,Sun
1038,1,227000000,2022-09-19,22:45:45,Sun
1039,1,227000000,2022-09-19,23:00:40,Sun
1040,2,107180000,2022-09-19,23:00:42,Sun
1041,2,107210000,2022-09-19,23:15:34,Sun
1042,1,228000000,2022-09-19,23:15:45,Sun
1043,2,107160000,2022-09-19,23:30:40,Sun
1044,1,227000000,2022-09-19,23:30:44,Sun
1045,2,107080000,2022-09-19,23:45:38,Sun
1046,1,227000000,2022-09-19,23:45:47,Sun
1047,2,70380000,2022-09-19,00:00:40,Mon
1048,1,228000000,2022-09-19,00:00:57,Mon
1049,2,107370000,2022-09-19,00:15:35,Mon
1050,1,229000000,2022-09-19,00:15:46,Mon
1051,2,70490000,2022-09-19,00:30:41,Mon
1052,1,230000000,2022-09-19,00:30:49,Mon
1053,2,107670000,2022-09-19,00:45:35,Mon
1054,1,229000000,2022-09-19,00:45:51,Mon
1055,2,107820000,2022-09-19,01:00:37,Mon
1056,1,230000000,2022-09-19,01:00:59,Mon
1057,2,70950000,2022-09-19,01:15:35,Mon
1058,1,230000000,2022-09-19,01:15:59,Mon
1059,2,108200000,2022-09-19,01:30:42,Mon
1060,1,230000000,2022-09-19,01:30:49,Mon
1061,2,108160000,2022-09-19,01:45:37,Mon
1062,1,231000000,2022-09-19,01:45:40,Mon
1063,2,107470000,2022-09-19,02:00:41,Mon
1064,1,229000000,2022-09-19,02:00:48,Mon
1065,2,107490000,2022-09-19,02:15:35,Mon
1066,1,229000000,2022-09-19,02:15:42,Mon
1067,1,228000000,2022-09-19,02:30:40,Mon
1068,2,107490000,2022-09-19,02:30:42,Mon
1069,2,107240000,2022-09-19,02:45:38,Mon
1070,1,228000000,2022-09-19,02:45:41,Mon
1071,2,107420000,2022-09-19,03:00:43,Mon
1072,1,228000000,2022-09-19,03:00:44,Mon
1073,2,107200000,2022-09-19,03:15:36,Mon
1074,1,228000000,2022-09-19,03:15:41,Mon
1075,2,107240000,2022-09-19,03:30:41,Mon
1076,1,228000000,2022-09-19,03:31:00,Mon
1077,2,66340000,2022-09-19,03:45:36,Mon
1078,1,229000000,2022-09-19,03:45:46,Mon
1079,2,107450000,2022-09-19,04:00:44,Mon
1080,1,229000000,2022-09-19,04:00:54,Mon
1081,2,107420000,2022-09-19,04:15:36,Mon
1082,1,229000000,2022-09-19,04:15:50,Mon
1083,2,107380000,2022-09-19,04:30:44,Mon
1084,1,228000000,2022-09-19,04:30:51,Mon
1085,2,107350000,2022-09-19,04:45:35,Mon
1086,1,229000000,2022-09-19,04:45:47,Mon
1087,2,107170000,2022-09-19,05:00:46,Mon
1088,1,228000000,2022-09-19,05:00:58,Mon
1089,2,107050000,2022-09-19,05:15:38,Mon
1090,1,228000000,2022-09-19,05:15:46,Mon
1091,2,107060000,2022-09-19,05:30:45,Mon
1092,2,107070000,2022-09-19,05:45:40,Mon
1093,1,228000000,2022-09-19,05:45:51,Mon
1094,2,107210000,2022-09-19,06:00:47,Mon
1095,2,72210000,2022-09-19,15:40:51,Mon
1096,1,241000000,2022-09-19,15:40:59,Mon
1097,2,110080000,2022-09-19,15:45:35,Mon
1098,1,240000000,2022-09-19,15:45:40,Mon
1099,2,109980000,2022-09-19,16:00:38,Mon
1100,1,240000000,2022-09-19,16:00:46,Mon
1101,2,72250000,2022-09-19,16:15:37,Mon
1102,1,240000000,2022-09-19,16:15:47,Mon
1103,2,110090000,2022-09-19,16:30:37,Mon
1104,1,240000000,2022-09-19,16:30:48,Mon
1105,2,110070000,2022-09-19,16:45:35,Mon
1106,1,241000000,2022-09-19,16:45:38,Mon
1107,2,68110000,2022-09-19,17:00:40,Mon
1108,1,241000000,2022-09-19,17:00:51,Mon
1109,2,110100000,2022-09-19,17:15:36,Mon
1110,1,241000000,2022-09-19,17:15:39,Mon
1111,2,110190000,2022-09-19,17:30:40,Mon
1112,1,241000000,2022-09-19,17:30:46,Mon
1113,2,110230000,2022-09-19,17:45:34,Mon
1114,1,243000000,2022-09-19,17:45:46,Mon
1115,2,110230000,2022-09-19,18:00:40,Mon
1116,1,242000000,2022-09-19,18:00:57,Mon
1117,2,68160000,2022-09-19,18:15:38,Mon
1118,1,244000000,2022-09-19,18:15:40,Mon
1119,2,110090000,2022-09-19,18:30:40,Mon
1120,1,243000000,2022-09-19,18:30:46,Mon
1121,2,110150000,2022-09-19,18:45:35,Mon
1122,1,242000000,2022-09-19,18:45:42,Mon
1123,2,110130000,2022-09-19,19:15:37,Mon
1124,1,241000000,2022-09-19,19:15:41,Mon
1125,2,110160000,2022-09-19,19:30:37,Mon
1126,1,242000000,2022-09-19,19:30:41,Mon
1127,2,110190000,2022-09-19,19:45:36,Mon
1128,1,242000000,2022-09-19,19:45:40,Mon
1129,2,110040000,2022-09-20,20:00:36,Mon
1130,1,242000000,2022-09-20,20:00:45,Mon
1131,2,109800000,2022-09-20,21:40:11,Mon
1132,2,109800000,2022-09-20,21:45:19,Mon
1133,1,243000000,2022-09-20,21:45:28,Mon
1134,2,109800000,2022-09-20,21:45:33,Mon
1135,1,243000000,2022-09-20,21:45:40,Mon
1136,2,109800000,2022-09-20,21:49:28,Mon
1137,1,243000000,2022-09-20,21:49:49,Mon
1138,2,72170000,2022-09-20,22:30:57,Mon
1139,1,246000000,2022-09-20,22:31:07,Mon
1140,2,109890000,2022-09-20,22:45:41,Mon
1141,1,245000000,2022-09-20,22:45:43,Mon
1142,2,109900000,2022-09-20,23:00:39,Mon
1143,1,245000000,2022-09-20,23:00:43,Mon
1144,2,109900000,2022-09-20,23:15:35,Mon
1145,1,245000000,2022-09-20,23:15:35,Mon
1146,2,109680000,2022-09-20,01:07:09,Tue
1147,1,244000000,2022-09-20,01:07:11,Tue
1148,3,61290122,2022-09-20,01:07:38,Tue
1149,2,109820000,2022-09-20,01:15:37,Tue
1150,1,245000000,2022-09-20,01:15:52,Tue
1151,3,61364282,2022-09-20,01:16:14,Tue
1152,2,109840000,2022-09-20,01:30:40,Tue
1153,1,245000000,2022-09-20,01:30:46,Tue
1154,3,61369562,2022-09-20,01:31:17,Tue
1155,2,109850000,2022-09-20,01:45:37,Tue
1156,1,245000000,2022-09-20,01:45:45,Tue
1157,3,61394117,2022-09-20,01:46:14,Tue
1158,2,109810000,2022-09-20,02:00:42,Tue
1159,1,244000000,2022-09-20,02:00:49,Tue
1160,3,61321178,2022-09-20,02:01:21,Tue
1161,2,109660000,2022-09-20,02:15:39,Tue
1162,1,244000000,2022-09-20,02:15:47,Tue
1163,3,61355934,2022-09-20,02:16:18,Tue
1164,2,109610000,2022-09-20,02:30:44,Tue
1165,1,243000000,2022-09-20,02:30:48,Tue
1166,3,61332845,2022-09-20,02:31:17,Tue
1167,2,109590000,2022-09-20,02:45:36,Tue
1168,1,244000000,2022-09-20,02:45:44,Tue
1169,3,61363073,2022-09-20,02:46:14,Tue
1170,2,109660000,2022-09-20,03:00:39,Tue
1171,1,244000000,2022-09-20,03:00:54,Tue
1172,3,61399207,2022-09-20,03:01:14,Tue
1173,2,110090000,2022-09-20,03:15:37,Tue
1174,1,245000000,2022-09-20,03:15:46,Tue
1175,3,61650889,2022-09-20,03:16:12,Tue
1176,2,110110000,2022-09-20,03:30:39,Tue
1177,1,243000000,2022-09-20,03:30:45,Tue
1178,3,61658825,2022-09-20,03:31:17,Tue
1179,2,109690000,2022-09-20,03:45:37,Tue
1180,1,241000000,2022-09-20,03:45:46,Tue
1181,3,61397178,2022-09-20,03:46:14,Tue
1182,2,109760000,2022-09-20,04:00:46,Tue
1183,1,243000000,2022-09-20,04:00:49,Tue
1184,3,61471384,2022-09-20,04:01:13,Tue
1185,2,110050000,2022-09-20,04:15:36,Tue
1186,1,243000000,2022-09-20,04:15:40,Tue
1187,3,61461506,2022-09-20,04:16:20,Tue
1188,2,67950000,2022-09-20,04:30:40,Tue
1189,1,243000000,2022-09-20,04:30:51,Tue
1190,3,61449545,2022-09-20,04:31:16,Tue
1191,2,110050000,2022-09-20,05:00:42,Tue
1192,1,243000000,2022-09-20,05:00:49,Tue
1193,3,61434311,2022-09-20,05:01:18,Tue
1194,2,109970000,2022-09-20,05:15:38,Tue
1195,1,243000000,2022-09-20,05:15:41,Tue
1196,3,61398477,2022-09-20,05:16:15,Tue
1197,2,109790000,2022-09-20,05:30:40,Tue
1198,1,242000000,2022-09-20,05:30:56,Tue
1199,3,61265279,2022-09-20,05:31:19,Tue
1200,2,109710000,2022-09-20,05:45:37,Tue
1201,1,240000000,2022-09-20,05:45:47,Tue
1202,3,61190681,2022-09-20,05:46:14,Tue
1203,2,109650000,2022-09-20,06:00:38,Tue
1204,1,241000000,2022-09-20,06:00:47,Tue
1205,3,61166860,2022-09-20,06:01:16,Tue
1206,2,71670000,2022-09-20,06:15:37,Tue
1207,1,241000000,2022-09-20,06:15:47,Tue
1208,3,61152783,2022-09-20,06:16:14,Tue
1209,2,109640000,2022-09-20,06:30:40,Tue
1210,1,242000000,2022-09-20,06:30:52,Tue
1211,3,61173871,2022-09-20,06:31:15,Tue
1212,2,109650000,2022-09-20,06:45:37,Tue
1213,1,242000000,2022-09-20,06:45:48,Tue
1214,3,61190237,2022-09-20,06:46:14,Tue
1215,2,109730000,2022-09-20,07:00:41,Tue
1216,1,242000000,2022-09-20,07:00:45,Tue
1217,3,61232908,2022-09-20,07:01:22,Tue
1218,2,67670000,2022-09-20,07:15:37,Tue
1219,1,240000000,2022-09-20,07:15:48,Tue
1220,3,61314192,2022-09-20,07:16:20,Tue
1221,2,109940000,2022-09-20,07:30:40,Tue
1222,1,241000000,2022-09-20,07:30:48,Tue
1223,3,61422639,2022-09-20,07:31:16,Tue
1224,2,109870000,2022-09-20,07:45:38,Tue
1225,1,240000000,2022-09-20,07:45:44,Tue
1226,3,61299093,2022-09-20,07:46:12,Tue
1227,2,109810000,2022-09-20,08:00:37,Tue
1228,1,241000000,2022-09-20,08:00:46,Tue
1229,3,61283719,2022-09-20,08:01:14,Tue
1230,2,109660000,2022-09-20,08:15:36,Tue
1231,1,241000000,2022-09-20,08:15:40,Tue
1232,3,61222333,2022-09-20,08:16:13,Tue
1233,2,109610000,2022-09-20,08:30:41,Tue
1234,1,240000000,2022-09-20,08:30:47,Tue
1235,3,61189306,2022-09-20,08:31:16,Tue
1236,2,109630000,2022-09-20,08:45:38,Tue
1237,1,242000000,2022-09-20,08:45:43,Tue
1238,3,61200403,2022-09-20,08:46:15,Tue
1239,2,109650000,2022-09-20,09:00:40,Tue
1240,1,240000000,2022-09-20,09:00:42,Tue
1241,3,61205115,2022-09-20,09:01:24,Tue
1242,2,109300000,2022-09-20,09:15:37,Tue
1243,1,239000000,2022-09-20,09:15:41,Tue
1244,3,61109998,2022-09-20,09:16:14,Tue
1245,2,108700000,2022-09-20,09:30:40,Tue
1246,1,237000000,2022-09-20,09:30:47,Tue
1247,3,60882862,2022-09-20,09:31:21,Tue
1248,2,108680000,2022-09-20,09:45:37,Tue
1249,1,236000000,2022-09-20,09:45:44,Tue
1250,3,60901615,2022-09-20,09:46:16,Tue
1251,2,108870000,2022-09-20,10:00:39,Tue
1252,1,237000000,2022-09-20,10:00:42,Tue
1253,3,60997652,2022-09-20,10:01:14,Tue
1254,2,71170000,2022-09-20,10:15:38,Tue
1255,1,237000000,2022-09-20,10:15:45,Tue
1256,3,60966240,2022-09-20,10:16:13,Tue
1257,2,108870000,2022-09-20,10:30:39,Tue
1258,1,238000000,2022-09-20,10:30:50,Tue
1259,3,60994599,2022-09-20,10:31:15,Tue
1260,2,108910000,2022-09-20,10:45:38,Tue
1261,1,238000000,2022-09-20,10:45:41,Tue
1262,3,61026718,2022-09-20,10:46:14,Tue
1263,2,67370000,2022-09-20,11:00:41,Tue
1264,1,241000000,2022-09-20,11:00:47,Tue
1265,3,61340673,2022-09-20,11:01:18,Tue
1266,2,109540000,2022-09-20,11:15:37,Tue
1267,1,240000000,2022-09-20,11:15:41,Tue
1268,3,61377128,2022-09-20,11:16:12,Tue
1269,2,109470000,2022-09-20,11:30:39,Tue
1270,1,239000000,2022-09-20,11:30:43,Tue
1271,3,61320707,2022-09-20,11:31:13,Tue
1272,2,109380000,2022-09-20,11:45:38,Tue
1273,1,238000000,2022-09-20,11:45:47,Tue
1274,3,61269430,2022-09-20,11:46:15,Tue
1275,2,109800000,2022-09-20,12:00:42,Tue
1276,1,241000000,2022-09-20,12:00:49,Tue
1277,3,61503393,2022-09-20,12:01:18,Tue
1278,2,109770000,2022-09-20,12:15:38,Tue
1279,1,240000000,2022-09-20,12:15:43,Tue
1280,3,61456515,2022-09-20,12:16:13,Tue
1281,2,109630000,2022-09-20,12:30:41,Tue
1282,1,239000000,2022-09-20,12:30:46,Tue
1283,3,61350586,2022-09-20,12:31:17,Tue
1284,2,109540000,2022-09-20,12:45:36,Tue
1285,1,240000000,2022-09-20,12:45:42,Tue
1286,3,61324823,2022-09-20,12:46:13,Tue
1287,2,109650000,2022-09-20,13:00:37,Tue
1288,3,61385199,2022-09-20,13:01:14,Tue
1289,2,109270000,2022-09-20,13:15:37,Tue
1290,1,238000000,2022-09-20,13:15:45,Tue
1291,3,60809223,2022-09-20,13:16:13,Tue
1292,2,109090000,2022-09-20,13:30:39,Tue
1293,1,237000000,2022-09-20,13:30:40,Tue
1294,3,60752171,2022-09-20,13:31:14,Tue
1295,2,108950000,2022-09-20,13:45:37,Tue
1296,1,237000000,2022-09-20,13:45:47,Tue
1297,3,60662845,2022-09-20,13:46:13,Tue
1298,2,108730000,2022-09-20,14:00:42,Tue
1299,1,236000000,2022-09-20,14:00:46,Tue
1300,3,60550965,2022-09-20,14:01:18,Tue
1301,2,108860000,2022-09-20,14:15:36,Tue
1302,1,236000000,2022-09-20,14:15:42,Tue
