cryptocurrency_metrics_id,cryptocurrency_id,total_supply,total_borrow,supply_apy,date,time,day_of_week
5287,1,2935716,1890015,2.84,2022-09-22,05:30:50,Thu
5288,2,100166589,61601739,3.46,2022-09-22,05:30:50,Thu
5289,3,28549769,18860707,4.01,2022-09-22,05:30:50,Thu
5290,7,5170000,1240000,1.46,2022-09-22,05:31:11,Thu
5291,8,17550000,4600000,2.08,2022-09-22,05:31:11,Thu
5292,9,10710000,2610000,1.80,2022-09-22,05:31:11,Thu
5293,4,6500000,1790000,2.17,2022-09-22,05:45:34,Thu
5294,5,23980000,7680000,2.95,2022-09-22,05:45:34,Thu
5295,6,8690000,2590000,2.55,2022-09-22,05:45:34,Thu
5296,1,2935551,1890017,2.84,2022-09-22,05:45:54,Thu
5297,2,101309115,61601839,3.38,2022-09-22,05:45:54,Thu
5298,3,28549802,18860740,4.01,2022-09-22,05:45:54,Thu
5299,7,5160000,1240000,1.46,2022-09-22,05:46:19,Thu
5300,8,17550000,4600000,2.08,2022-09-22,05:46:19,Thu
5301,9,10710000,2610000,1.80,2022-09-22,05:46:19,Thu
5302,4,6510000,1790000,2.17,2022-09-22,06:15:34,Thu
5303,5,23990000,7680000,2.95,2022-09-22,06:15:34,Thu
5304,6,8690000,2590000,2.55,2022-09-22,06:15:34,Thu
5305,1,2935538,1890022,2.84,2022-09-22,06:15:41,Thu
5306,2,100966862,61602045,3.41,2022-09-22,06:15:41,Thu
5307,3,28553862,18860776,4.00,2022-09-22,06:15:41,Thu
5308,7,5160000,1240000,1.46,2022-09-22,06:16:11,Thu
5309,8,17550000,4600000,2.08,2022-09-22,06:16:11,Thu
5310,9,10710000,2610000,1.80,2022-09-22,06:16:11,Thu
5311,4,6540000,1800000,2.17,2022-09-22,06:30:39,Thu
5312,5,23990000,7680000,2.95,2022-09-22,06:30:39,Thu
5313,6,8690000,2590000,2.55,2022-09-22,06:30:39,Thu
5314,1,2935540,1890025,2.84,2022-09-22,06:30:44,Thu
5315,2,102172187,61602144,3.33,2022-09-22,06:30:44,Thu
5316,3,28553896,18860809,4.00,2022-09-22,06:30:44,Thu
5317,7,5170000,1240000,1.46,2022-09-22,06:31:15,Thu
5318,8,17550000,4600000,2.08,2022-09-22,06:31:15,Thu
5319,9,10710000,2610000,1.80,2022-09-22,06:31:15,Thu
5320,4,6530000,1800000,2.17,2022-09-22,06:45:35,Thu
5321,5,23990000,7680000,2.95,2022-09-22,06:45:35,Thu
5322,6,8690000,2590000,2.55,2022-09-22,06:45:35,Thu
5323,1,2935543,1890027,2.84,2022-09-22,06:45:45,Thu
5324,2,100298286,61602239,3.45,2022-09-22,06:45:45,Thu
5325,3,28553927,18860841,4.00,2022-09-22,06:45:45,Thu
5326,7,5170000,1240000,1.46,2022-09-22,06:46:13,Thu
5327,8,17550000,4600000,2.08,2022-09-22,06:46:13,Thu
5328,9,10710000,2610000,1.80,2022-09-22,06:46:13,Thu
5329,4,6520000,1800000,2.17,2022-09-22,07:00:41,Thu
5330,5,23990000,7680000,2.95,2022-09-22,07:00:41,Thu
5331,6,8690000,2590000,2.55,2022-09-22,07:00:41,Thu
5332,1,2935545,1890016,2.84,2022-09-22,07:00:48,Thu
5333,2,103731307,61602338,3.22,2022-09-22,07:00:48,Thu
5334,3,28545145,18860874,4.01,2022-09-22,07:00:48,Thu
5335,7,5170000,1240000,1.46,2022-09-22,07:01:18,Thu
5336,8,17550000,4600000,2.08,2022-09-22,07:01:18,Thu
5337,9,10710000,2610000,1.80,2022-09-22,07:01:18,Thu
5338,4,6530000,1800000,2.17,2022-09-22,07:15:34,Thu
5339,5,23990000,7680000,2.95,2022-09-22,07:15:34,Thu
5340,6,8690000,2590000,2.55,2022-09-22,07:15:34,Thu
5341,1,2935547,1890019,2.84,2022-09-22,07:15:45,Thu
5342,2,103747696,61602228,3.22,2022-09-22,07:15:45,Thu
5343,3,28553991,18860904,4.00,2022-09-22,07:15:45,Thu
5344,7,5160000,1240000,1.46,2022-09-22,07:16:10,Thu
5345,8,17550000,4600000,2.08,2022-09-22,07:16:10,Thu
5346,9,10710000,2610000,1.80,2022-09-22,07:16:10,Thu
5347,4,6530000,1800000,2.17,2022-09-22,07:30:47,Thu
5348,5,23990000,7680000,2.95,2022-09-22,07:30:47,Thu
5349,6,8690000,2590000,2.55,2022-09-22,07:30:47,Thu
5350,1,2935700,1890045,2.84,2022-09-22,07:30:56,Thu
5351,2,103748815,61602321,3.22,2022-09-22,07:30:56,Thu
5352,3,28554022,18860936,4.00,2022-09-22,07:30:56,Thu
5353,7,5170000,1240000,1.46,2022-09-22,07:31:23,Thu
5354,8,17550000,4600000,2.08,2022-09-22,07:31:23,Thu
5355,9,10710000,2610000,1.80,2022-09-22,07:31:23,Thu
5356,4,6520000,1790000,2.17,2022-09-22,07:45:36,Thu
5357,5,23990000,7680000,2.95,2022-09-22,07:45:36,Thu
5358,6,8690000,2590000,2.55,2022-09-22,07:45:36,Thu
5359,1,2935703,1890218,2.84,2022-09-22,07:45:43,Thu
5360,2,103748911,61598414,3.22,2022-09-22,07:45:43,Thu
5361,3,28553840,18860753,4.00,2022-09-22,07:45:43,Thu
5362,7,5170000,1240000,1.46,2022-09-22,07:46:12,Thu
5363,8,17550000,4600000,2.08,2022-09-22,07:46:12,Thu
5364,9,10710000,2610000,1.80,2022-09-22,07:46:12,Thu
5365,4,6560000,1810000,2.17,2022-09-22,08:00:42,Thu
5366,5,24000000,7680000,2.95,2022-09-22,08:00:42,Thu
5367,6,8690000,2590000,2.55,2022-09-22,08:00:42,Thu
5368,1,2935705,1890220,2.84,2022-09-22,08:00:47,Thu
5369,2,103749005,61598506,3.22,2022-09-22,08:00:47,Thu
5370,3,28553871,18860784,4.00,2022-09-22,08:00:47,Thu
5371,7,5190000,1250000,1.46,2022-09-22,08:01:20,Thu
5372,8,17550000,4600000,2.08,2022-09-22,08:01:20,Thu
5373,9,10710000,2610000,1.80,2022-09-22,08:01:20,Thu
5374,4,6570000,1810000,2.17,2022-09-22,08:15:35,Thu
5375,5,24000000,7680000,2.95,2022-09-22,08:15:35,Thu
5376,6,8690000,2590000,2.55,2022-09-22,08:15:35,Thu
5377,1,2935703,1890723,2.84,2022-09-22,08:15:44,Thu
5378,2,103749898,61598600,3.22,2022-09-22,08:15:44,Thu
5379,3,28553902,18860816,4.00,2022-09-22,08:15:44,Thu
5380,7,5200000,1250000,1.46,2022-09-22,08:16:11,Thu
5381,8,17550000,4600000,2.08,2022-09-22,08:16:11,Thu
5382,9,10710000,2610000,1.80,2022-09-22,08:16:11,Thu
5383,4,6540000,1800000,2.17,2022-09-22,08:30:39,Thu
5384,5,24000000,7680000,2.95,2022-09-22,08:30:39,Thu
5385,6,8690000,2590000,2.55,2022-09-22,08:30:39,Thu
5386,1,2935705,1890725,2.84,2022-09-22,08:30:46,Thu
5387,2,103275999,61598691,3.25,2022-09-22,08:30:46,Thu
5388,3,28553934,18860977,4.00,2022-09-22,08:30:46,Thu
5389,7,5170000,1240000,1.46,2022-09-22,08:31:15,Thu
5390,8,17550000,4600000,2.08,2022-09-22,08:31:15,Thu
5391,9,10710000,2610000,1.80,2022-09-22,08:31:15,Thu
5392,4,6530000,1800000,2.17,2022-09-22,08:45:36,Thu
5393,5,24000000,7680000,2.95,2022-09-22,08:45:36,Thu
5394,6,8690000,2590000,2.55,2022-09-22,08:45:36,Thu
5395,1,2935706,1890727,2.84,2022-09-22,08:45:40,Thu
5396,2,103172224,61598155,3.26,2022-09-22,08:45:40,Thu
5397,3,28556707,18861008,4.00,2022-09-22,08:45:40,Thu
5398,7,5170000,1240000,1.46,2022-09-22,08:46:13,Thu
5399,8,17550000,4600000,2.08,2022-09-22,08:46:13,Thu
5400,9,10710000,2610000,1.80,2022-09-22,08:46:13,Thu
5401,4,6550000,1800000,2.17,2022-09-22,09:00:40,Thu
5402,5,24000000,7680000,2.95,2022-09-22,09:00:40,Thu
5403,6,8690000,2590000,2.55,2022-09-22,09:00:40,Thu
5404,1,2935709,1890762,2.84,2022-09-22,09:00:45,Thu
5405,2,102792158,61598248,3.28,2022-09-22,09:00:45,Thu
5406,3,28556738,18861059,4.00,2022-09-22,09:00:45,Thu
5407,7,5170000,1250000,1.46,2022-09-22,09:01:17,Thu
5408,8,17550000,4600000,2.08,2022-09-22,09:01:17,Thu
5409,9,10710000,2610000,1.80,2022-09-22,09:01:17,Thu
5410,4,6540000,1800000,2.17,2022-09-22,09:15:35,Thu
5411,5,24000000,7680000,2.95,2022-09-22,09:15:35,Thu
5412,6,8690000,2590000,2.55,2022-09-22,09:15:35,Thu
5413,1,2935712,1890764,2.84,2022-09-22,09:15:39,Thu
5414,2,102817745,61598378,3.28,2022-09-22,09:15:39,Thu
5415,3,28561799,18861110,4.00,2022-09-22,09:15:39,Thu
5416,7,5170000,1250000,1.47,2022-09-22,09:16:12,Thu
5417,8,17550000,4600000,2.08,2022-09-22,09:16:12,Thu
5418,9,10710000,2670000,1.89,2022-09-22,09:16:12,Thu
5419,4,6490000,1790000,2.17,2022-09-22,09:30:42,Thu
5420,5,24000000,7690000,2.95,2022-09-22,09:30:42,Thu
5421,6,8690000,2590000,2.55,2022-09-22,09:30:42,Thu
5422,1,2935714,1890765,2.84,2022-09-22,09:30:47,Thu
5423,2,103147404,61598468,3.26,2022-09-22,09:30:47,Thu
5424,3,28561830,18861140,4.00,2022-09-22,09:30:47,Thu
5425,7,5130000,1240000,1.47,2022-09-22,09:31:14,Thu
5426,8,17550000,4610000,2.09,2022-09-22,09:31:14,Thu
5427,9,10710000,2670000,1.89,2022-09-22,09:31:14,Thu
5428,4,6460000,1700000,1.98,2022-09-22,09:45:36,Thu
5429,5,24000000,7660000,2.93,2022-09-22,09:45:36,Thu
5430,6,8690000,2590000,2.55,2022-09-22,09:45:36,Thu
5431,1,2934913,1891427,2.84,2022-09-22,09:45:42,Thu
5432,2,102475436,61598555,3.31,2022-09-22,09:45:42,Thu
5433,3,28587344,18840282,3.99,2022-09-22,09:45:42,Thu
5434,7,5110000,1230000,1.47,2022-09-22,09:46:18,Thu
5435,8,17550000,4610000,2.09,2022-09-22,09:46:18,Thu
5436,9,10710000,2670000,1.89,2022-09-22,09:46:18,Thu
5437,4,6440000,1770000,2.16,2022-09-22,10:00:38,Thu
5438,5,24000000,7660000,2.93,2022-09-22,10:00:38,Thu
5439,6,8690000,2620000,2.60,2022-09-22,10:00:38,Thu
5440,1,2934925,1891429,2.84,2022-09-22,10:00:44,Thu
5441,2,102908678,61598785,3.28,2022-09-22,10:00:44,Thu
5442,3,28587374,18840312,3.99,2022-09-22,10:00:44,Thu
5443,7,5100000,1230000,1.47,2022-09-22,10:01:13,Thu
5444,8,17550000,4610000,2.09,2022-09-22,10:01:13,Thu
5445,9,10710000,2670000,1.89,2022-09-22,10:01:13,Thu
5446,4,6500000,1790000,2.16,2022-09-22,10:15:36,Thu
5447,5,24000000,7660000,2.93,2022-09-22,10:15:36,Thu
5448,6,8690000,2620000,2.60,2022-09-22,10:15:36,Thu
5449,7,5130000,1240000,1.47,2022-09-22,10:16:12,Thu
5450,8,17550000,4610000,2.09,2022-09-22,10:16:12,Thu
5451,9,10710000,2670000,1.89,2022-09-22,10:16:12,Thu
5452,4,6480000,1780000,2.16,2022-09-22,10:30:38,Thu
5453,5,24000000,7660000,2.93,2022-09-22,10:30:38,Thu
5454,6,8690000,2620000,2.60,2022-09-22,10:30:38,Thu
5455,1,2934929,1891433,2.84,2022-09-22,10:30:47,Thu
5456,2,102048950,61598960,3.33,2022-09-22,10:30:47,Thu
5457,3,28587445,18840371,3.99,2022-09-22,10:30:47,Thu
5458,7,5130000,1240000,1.47,2022-09-22,10:31:15,Thu
5459,8,17550000,4610000,2.09,2022-09-22,10:31:15,Thu
5460,9,10710000,2670000,1.89,2022-09-22,10:31:15,Thu
5461,4,6480000,1780000,2.16,2022-09-22,10:45:35,Thu
5462,5,24000000,7660000,2.93,2022-09-22,10:45:35,Thu
5463,6,8690000,2620000,2.60,2022-09-22,10:45:35,Thu
5464,1,2934931,1891436,2.84,2022-09-22,10:45:48,Thu
5465,2,102130123,61599048,3.33,2022-09-22,10:45:48,Thu
5466,3,28587475,18850411,3.99,2022-09-22,10:45:48,Thu
5467,7,5120000,1240000,1.47,2022-09-22,10:46:13,Thu
5468,8,17550000,4610000,2.09,2022-09-22,10:46:13,Thu
5469,9,10710000,2670000,1.89,2022-09-22,10:46:13,Thu
5470,4,6430000,1770000,2.16,2022-09-22,11:00:38,Thu
5471,5,23990000,7660000,2.93,2022-09-22,11:00:38,Thu
5472,6,8690000,2620000,2.60,2022-09-22,11:00:38,Thu
5473,1,2934933,1891439,2.84,2022-09-22,11:00:44,Thu
5474,2,101336496,61599137,3.38,2022-09-22,11:00:44,Thu
5475,3,28587504,18870460,4.00,2022-09-22,11:00:44,Thu
5476,7,5080000,1230000,1.47,2022-09-22,11:01:14,Thu
5477,8,17550000,4640000,2.12,2022-09-22,11:01:14,Thu
5478,9,10710000,2670000,1.89,2022-09-22,11:01:14,Thu
5479,4,6430000,1770000,2.17,2022-09-22,11:15:36,Thu
5480,5,23990000,7660000,2.93,2022-09-22,11:15:36,Thu
5481,6,8690000,2620000,2.60,2022-09-22,11:15:36,Thu
5482,1,2934936,1891441,2.84,2022-09-22,11:15:38,Thu
5483,2,100963705,61599226,3.41,2022-09-22,11:15:38,Thu
5484,3,28587534,18870490,4.00,2022-09-22,11:15:38,Thu
5485,7,5090000,1230000,1.47,2022-09-22,11:16:10,Thu
5486,8,17550000,4640000,2.12,2022-09-22,11:16:10,Thu
5487,9,10710000,2670000,1.89,2022-09-22,11:16:10,Thu
5488,4,6440000,1770000,2.17,2022-09-22,11:30:42,Thu
5489,5,24000000,7660000,2.93,2022-09-22,11:30:42,Thu
5490,6,8690000,2620000,2.60,2022-09-22,11:30:42,Thu
5491,1,2934938,1891443,2.84,2022-09-22,11:30:44,Thu
5492,2,100968796,61599316,3.41,2022-09-22,11:30:44,Thu
5493,3,28587564,18870520,4.00,2022-09-22,11:30:44,Thu
5494,7,5070000,1230000,1.48,2022-09-22,11:31:17,Thu
5495,8,17550000,4640000,2.12,2022-09-22,11:31:17,Thu
5496,9,10710000,2670000,1.89,2022-09-22,11:31:17,Thu
5497,4,6450000,1770000,2.17,2022-09-22,11:45:36,Thu
5498,5,24000000,7660000,2.93,2022-09-22,11:45:36,Thu
5499,6,8690000,2620000,2.61,2022-09-22,11:45:36,Thu
5500,1,2934691,1891446,2.84,2022-09-22,11:45:38,Thu
5501,2,100825021,61599408,3.42,2022-09-22,11:45:38,Thu
5502,3,28579827,18870550,4.00,2022-09-22,11:45:38,Thu
5503,7,5080000,1230000,1.48,2022-09-22,11:46:11,Thu
5504,8,17550000,4640000,2.12,2022-09-22,11:46:11,Thu
5505,9,10710000,2670000,1.89,2022-09-22,11:46:11,Thu
5506,4,6460000,1780000,2.17,2022-09-22,12:00:42,Thu
5507,5,24000000,7660000,2.92,2022-09-22,12:00:42,Thu
5508,6,8690000,2620000,2.60,2022-09-22,12:00:42,Thu
5509,1,2934940,1891453,2.84,2022-09-22,12:00:43,Thu
5510,2,100853584,61599501,3.41,2022-09-22,12:00:43,Thu
5511,3,28588905,18870581,4.00,2022-09-22,12:00:43,Thu
5512,7,5100000,1230000,1.48,2022-09-22,12:01:16,Thu
5513,8,17550000,4640000,2.12,2022-09-22,12:01:16,Thu
5514,9,10710000,2670000,1.89,2022-09-22,12:01:16,Thu
5515,4,6450000,1770000,2.17,2022-09-22,12:30:39,Thu
5516,5,24000000,7660000,2.93,2022-09-22,12:30:39,Thu
5517,6,8690000,2620000,2.60,2022-09-22,12:30:39,Thu
5518,1,2934942,1891466,2.84,2022-09-22,12:30:44,Thu
5519,2,100606493,61599680,3.43,2022-09-22,12:30:44,Thu
5520,3,28589332,18870640,4.00,2022-09-22,12:30:44,Thu
5521,7,5080000,1230000,1.48,2022-09-22,12:31:16,Thu
5522,8,17550000,4640000,2.12,2022-09-22,12:31:16,Thu
5523,9,10710000,2670000,1.89,2022-09-22,12:31:16,Thu
5524,4,6470000,1780000,2.16,2022-09-22,12:45:36,Thu
5525,5,24000000,7660000,2.93,2022-09-22,12:45:36,Thu
5526,6,8690000,2620000,2.60,2022-09-22,12:45:36,Thu
5527,1,2934945,1891505,2.84,2022-09-22,12:45:39,Thu
5528,2,99996940,61599770,3.47,2022-09-22,12:45:39,Thu
5529,3,28589682,18870670,4.00,2022-09-22,12:45:39,Thu
5530,7,5090000,1230000,1.48,2022-09-22,12:46:12,Thu
5531,8,17550000,4640000,2.12,2022-09-22,12:46:12,Thu
5532,9,10710000,2670000,1.89,2022-09-22,12:46:12,Thu
5533,1,2934947,1891513,2.84,2022-09-22,13:00:37,Thu
5534,2,100740225,61599857,3.42,2022-09-22,13:00:37,Thu
5535,3,28589711,18873702,4.00,2022-09-22,13:00:37,Thu
5536,4,6470000,1780000,2.16,2022-09-22,13:00:38,Thu
5537,5,24000000,7660000,2.93,2022-09-22,13:00:38,Thu
5538,6,8690000,2620000,2.60,2022-09-22,13:00:38,Thu
5539,7,5100000,1230000,1.48,2022-09-22,13:01:14,Thu
5540,8,17550000,4640000,2.12,2022-09-22,13:01:14,Thu
5541,9,10710000,2670000,1.89,2022-09-22,13:01:14,Thu
5542,4,6440000,1770000,2.16,2022-09-22,13:15:35,Thu
5543,5,24000000,7660000,2.93,2022-09-22,13:15:35,Thu
5544,6,8690000,2620000,2.60,2022-09-22,13:15:35,Thu
5545,1,2934949,1891516,2.84,2022-09-22,13:15:39,Thu
5546,2,99932438,61599942,3.48,2022-09-22,13:15:39,Thu
5547,3,28589739,18873730,4.00,2022-09-22,13:15:39,Thu
5548,7,5080000,1230000,1.48,2022-09-22,13:16:11,Thu
5549,8,17550000,4640000,2.12,2022-09-22,13:16:11,Thu
5550,9,10710000,2670000,1.89,2022-09-22,13:16:11,Thu
5551,4,6490000,1780000,2.16,2022-09-22,13:30:41,Thu
5552,5,24000000,7660000,2.93,2022-09-22,13:30:41,Thu
5553,6,8690000,2620000,2.60,2022-09-22,13:30:41,Thu
5554,1,2934951,1891517,2.84,2022-09-22,13:30:46,Thu
5555,2,100353018,61609291,3.45,2022-09-22,13:30:46,Thu
5556,3,28589567,18873701,4.00,2022-09-22,13:30:46,Thu
5557,7,5110000,1240000,1.48,2022-09-22,13:31:16,Thu
5558,8,17550000,4650000,2.13,2022-09-22,13:31:16,Thu
5559,9,10710000,2670000,1.89,2022-09-22,13:31:16,Thu
5560,4,6490000,1780000,2.16,2022-09-22,13:45:35,Thu
5561,5,24000000,7660000,2.93,2022-09-22,13:45:35,Thu
5562,6,8690000,2620000,2.60,2022-09-22,13:45:35,Thu
5563,1,2934953,1891230,2.84,2022-09-22,13:45:51,Thu
5564,2,100353101,61609375,3.45,2022-09-22,13:45:51,Thu
5565,3,28589079,18873728,4.00,2022-09-22,13:45:51,Thu
5566,7,5120000,1240000,1.48,2022-09-22,13:46:13,Thu
5567,8,17540000,4650000,2.13,2022-09-22,13:46:13,Thu
5568,9,10710000,2670000,1.89,2022-09-22,13:46:13,Thu
5569,4,6500000,1790000,2.16,2022-09-22,14:00:39,Thu
5570,5,24000000,7640000,2.91,2022-09-22,14:00:39,Thu
5571,6,8690000,2620000,2.60,2022-09-22,14:00:39,Thu
5572,1,2934959,1891232,2.84,2022-09-22,14:00:43,Thu
5573,2,100527666,61609464,3.44,2022-09-22,14:00:43,Thu
5574,3,28589108,18873758,4.00,2022-09-22,14:00:43,Thu
5575,7,5120000,1240000,1.48,2022-09-22,14:01:19,Thu
5576,8,17540000,4660000,2.14,2022-09-22,14:01:19,Thu
5577,9,10710000,2670000,1.89,2022-09-22,14:01:19,Thu
5578,4,6480000,1780000,2.16,2022-09-22,14:15:36,Thu
5579,5,24000000,7640000,2.91,2022-09-22,14:15:36,Thu
5580,6,8690000,2620000,2.60,2022-09-22,14:15:36,Thu
5581,1,2934961,1891235,2.84,2022-09-22,14:15:44,Thu
5582,2,100971353,61609586,3.41,2022-09-22,14:15:44,Thu
5583,3,28589031,18873787,4.00,2022-09-22,14:15:44,Thu
5584,7,5110000,1240000,1.48,2022-09-22,14:16:12,Thu
5585,8,17540000,4670000,2.15,2022-09-22,14:16:12,Thu
5586,9,10710000,2670000,1.89,2022-09-22,14:16:12,Thu
5587,4,6500000,1790000,2.16,2022-09-22,14:30:43,Thu
5588,5,24000000,7640000,2.91,2022-09-22,14:30:43,Thu
5589,6,8690000,2620000,2.60,2022-09-22,14:30:43,Thu
5590,1,2934965,1891237,2.84,2022-09-22,14:30:43,Thu
5591,2,101224660,61608721,3.39,2022-09-22,14:30:43,Thu
5592,3,28705332,18873816,3.97,2022-09-22,14:30:43,Thu
5593,7,5110000,1240000,1.48,2022-09-22,14:31:17,Thu
5594,8,17540000,4670000,2.15,2022-09-22,14:31:17,Thu
5595,9,10710000,2670000,1.89,2022-09-22,14:31:17,Thu
5596,4,6530000,1800000,2.16,2022-09-22,14:45:35,Thu
5597,5,24000000,7640000,2.91,2022-09-22,14:45:35,Thu
5598,6,8690000,2620000,2.60,2022-09-22,14:45:35,Thu
5599,1,2934967,1891283,2.84,2022-09-22,14:45:43,Thu
5600,2,101229094,61608813,3.39,2022-09-22,14:45:43,Thu
5601,3,28705362,18873845,3.97,2022-09-22,14:45:43,Thu
5602,7,5150000,1250000,1.48,2022-09-22,14:46:12,Thu
5603,8,17540000,4670000,2.15,2022-09-22,14:46:12,Thu
5604,9,10710000,2670000,1.89,2022-09-22,14:46:12,Thu
5605,4,6510000,1790000,2.16,2022-09-22,15:00:43,Thu
5606,5,24000000,7640000,2.91,2022-09-22,15:00:43,Thu
5607,6,8690000,2620000,2.60,2022-09-22,15:00:43,Thu
5608,1,2934969,1891285,2.84,2022-09-22,15:00:48,Thu
5609,2,101229182,61608998,3.39,2022-09-22,15:00:48,Thu
5610,3,28705391,18873875,3.97,2022-09-22,15:00:48,Thu
5611,7,5130000,1240000,1.48,2022-09-22,15:01:18,Thu
5612,8,17540000,4670000,2.15,2022-09-22,15:01:18,Thu
5613,9,10710000,2670000,1.89,2022-09-22,15:01:18,Thu
5614,4,6590000,1810000,2.16,2022-09-22,15:15:36,Thu
5615,5,24000000,7640000,2.91,2022-09-22,15:15:36,Thu
5616,6,8690000,2620000,2.60,2022-09-22,15:15:36,Thu
5617,7,5190000,1260000,1.48,2022-09-22,15:16:11,Thu
5618,8,17540000,4670000,2.15,2022-09-22,15:16:11,Thu
5619,9,10710000,2670000,1.89,2022-09-22,15:16:11,Thu
5620,4,6560000,1800000,2.16,2022-09-22,15:30:41,Thu
5621,5,24000000,7640000,2.91,2022-09-22,15:30:41,Thu
5622,6,8690000,2620000,2.60,2022-09-22,15:30:41,Thu
5623,1,2934704,1891301,2.84,2022-09-22,15:30:44,Thu
5624,2,101295850,61604144,3.38,2022-09-22,15:30:44,Thu
5625,3,28589508,18873931,4.00,2022-09-22,15:30:44,Thu
5626,7,5170000,1250000,1.48,2022-09-22,15:31:15,Thu
5627,8,17540000,4670000,2.15,2022-09-22,15:31:15,Thu
5628,9,10710000,2670000,1.89,2022-09-22,15:31:15,Thu
5629,4,6620000,1820000,2.16,2022-09-22,15:45:34,Thu
5630,5,24000000,7640000,2.91,2022-09-22,15:45:34,Thu
5631,6,8690000,2620000,2.60,2022-09-22,15:45:34,Thu
5632,1,2934406,1891303,2.84,2022-09-22,15:45:42,Thu
5633,2,99858339,61604230,3.48,2022-09-22,15:45:42,Thu
5634,3,28589536,18873893,4.00,2022-09-22,15:45:42,Thu
5635,7,5210000,1260000,1.48,2022-09-22,15:46:12,Thu
5636,8,17540000,4670000,2.15,2022-09-22,15:46:12,Thu
5637,9,10710000,2670000,1.89,2022-09-22,15:46:12,Thu
5638,4,6580000,1810000,2.16,2022-09-22,16:00:41,Thu
5639,5,24010000,7640000,2.91,2022-09-22,16:00:41,Thu
5640,6,8690000,2620000,2.60,2022-09-22,16:00:41,Thu
5641,1,2934409,1891299,2.84,2022-09-22,16:00:45,Thu
5642,2,100131210,61604371,3.47,2022-09-22,16:00:45,Thu
5643,3,28589566,18873923,4.00,2022-09-22,16:00:45,Thu
5644,7,5190000,1260000,1.48,2022-09-22,16:01:16,Thu
5645,8,17540000,4670000,2.15,2022-09-22,16:01:16,Thu
5646,9,10710000,2670000,1.89,2022-09-22,16:01:16,Thu
5647,4,6590000,1810000,2.16,2022-09-22,16:15:34,Thu
5648,5,24010000,7640000,2.91,2022-09-22,16:15:34,Thu
5649,6,8690000,2620000,2.61,2022-09-22,16:15:34,Thu
5650,1,2934380,1891272,2.84,2022-09-22,16:15:42,Thu
5651,2,100746305,61604462,3.42,2022-09-22,16:15:42,Thu
5652,3,28580780,18873953,4.00,2022-09-22,16:15:42,Thu
5653,7,5190000,1260000,1.48,2022-09-22,16:16:17,Thu
5654,8,17540000,4680000,2.15,2022-09-22,16:16:17,Thu
5655,9,10710000,2670000,1.89,2022-09-22,16:16:17,Thu
5656,4,6480000,1810000,2.23,2022-09-22,16:30:43,Thu
5657,5,24010000,7640000,2.91,2022-09-22,16:30:43,Thu
5658,6,8690000,2620000,2.60,2022-09-22,16:30:43,Thu
5659,1,2934397,1891274,2.84,2022-09-22,16:30:51,Thu
5660,2,101999213,61604553,3.34,2022-09-22,16:30:51,Thu
5661,3,28589627,18873983,4.00,2022-09-22,16:30:51,Thu
5662,7,5190000,1260000,1.48,2022-09-22,16:31:21,Thu
5663,8,17540000,4680000,2.15,2022-09-22,16:31:21,Thu
5664,9,10710000,2670000,1.89,2022-09-22,16:31:21,Thu
5665,1,2934365,1891276,2.84,2022-09-22,16:45:43,Thu
5666,2,101904005,61604344,3.34,2022-09-22,16:45:43,Thu
5667,3,28589657,18866895,4.00,2022-09-22,16:45:43,Thu
5668,4,6460000,1800000,2.23,2022-09-22,17:00:41,Thu
5669,5,24010000,7640000,2.91,2022-09-22,17:00:41,Thu
5670,6,8690000,2620000,2.60,2022-09-22,17:00:41,Thu
5671,1,2934367,1891271,2.84,2022-09-22,17:00:46,Thu
5672,2,102074393,61604492,3.33,2022-09-22,17:00:46,Thu
5673,3,28574744,18866924,4.00,2022-09-22,17:00:46,Thu
5674,7,5170000,1250000,1.48,2022-09-22,17:01:20,Thu
5675,8,17540000,4680000,2.15,2022-09-22,17:01:20,Thu
5676,9,10710000,2670000,1.89,2022-09-22,17:01:20,Thu
5677,4,6450000,1800000,2.23,2022-09-22,17:15:36,Thu
5678,5,24010000,7640000,2.91,2022-09-22,17:15:36,Thu
5679,6,8690000,2620000,2.60,2022-09-22,17:15:36,Thu
5680,1,2934369,1891273,2.84,2022-09-22,17:15:41,Thu
5681,2,102090291,61605783,3.33,2022-09-22,17:15:41,Thu
5682,3,28589717,18866954,4.00,2022-09-22,17:15:41,Thu
5683,7,5160000,1250000,1.48,2022-09-22,17:16:12,Thu
5684,8,17540000,4680000,2.15,2022-09-22,17:16:12,Thu
5685,9,10710000,2670000,1.89,2022-09-22,17:16:12,Thu
5686,4,6420000,1790000,2.23,2022-09-22,17:30:39,Thu
5687,5,24010000,7640000,2.91,2022-09-22,17:30:39,Thu
5688,6,8690000,2620000,2.60,2022-09-22,17:30:39,Thu
5689,1,2934371,1891275,2.84,2022-09-22,17:30:46,Thu
5690,2,102090381,61605873,3.33,2022-09-22,17:30:46,Thu
5691,3,28589747,18866984,4.00,2022-09-22,17:30:46,Thu
5692,7,5150000,1240000,1.47,2022-09-22,17:31:13,Thu
5693,8,17540000,4680000,2.15,2022-09-22,17:31:13,Thu
5694,9,10710000,2670000,1.89,2022-09-22,17:31:13,Thu
5695,4,6420000,1790000,2.23,2022-09-22,17:45:34,Thu
5696,5,24010000,7640000,2.91,2022-09-22,17:45:34,Thu
