cryptocurrency_metrics_id,cryptocurrency_id,total_supply,total_borrow,supply_apy,date,time,day_of_week
1,4,7070000,1800000,1.86,2022-09-15,23:00:22,Wed
2,5,23960000,7680000,2.95,2022-09-15,23:00:22,Wed
3,6,8690000,2210000,1.85,2022-09-15,23:00:22,Wed
4,1,2928034,1846008,2.72,2022-09-15,23:00:26,Wed
5,2,97230768,61536145,3.67,2022-09-15,23:00:26,Wed
6,3,28758527,16670446,3.07,2022-09-15,23:00:26,Wed
7,7,6280000,1480000,1.40,2022-09-15,23:00:29,Wed
8,8,18610000,4430000,1.71,2022-09-15,23:00:29,Wed
9,9,10720000,2030000,1.08,2022-09-15,23:00:29,Wed
10,4,6970000,1780000,1.86,2022-09-15,23:15:21,Wed
11,5,23960000,7680000,2.96,2022-09-15,23:15:21,Wed
12,6,8690000,2210000,1.85,2022-09-15,23:15:21,Wed
13,7,6210000,1460000,1.40,2022-09-15,23:15:29,Wed
14,8,18610000,4430000,1.71,2022-09-15,23:15:29,Wed
15,9,10720000,2030000,1.08,2022-09-15,23:15:29,Wed
16,1,2928036,1846010,2.72,2022-09-15,23:15:29,Wed
17,2,97229017,61536241,3.67,2022-09-15,23:15:29,Wed
18,3,28658549,16670468,3.09,2022-09-15,23:15:29,Wed
19,4,7010000,1790000,1.86,2022-09-15,23:30:26,Wed
20,5,23940000,7720000,2.99,2022-09-15,23:30:26,Wed
21,6,8690000,2210000,1.85,2022-09-15,23:30:26,Wed
22,1,2929309,1846012,2.72,2022-09-15,23:30:29,Wed
23,2,97230142,61536340,3.67,2022-09-15,23:30:29,Wed
24,3,28617432,16670654,3.10,2022-09-15,23:30:29,Wed
25,7,6220000,1470000,1.40,2022-09-15,23:30:31,Wed
26,8,18610000,4430000,1.71,2022-09-15,23:30:31,Wed
27,9,10720000,2030000,1.08,2022-09-15,23:30:31,Wed
28,4,6990000,1780000,1.86,2022-09-15,23:45:25,Wed
29,5,23940000,7720000,2.99,2022-09-15,23:45:25,Wed
30,6,8690000,2210000,1.85,2022-09-15,23:45:25,Wed
31,1,2929276,1846009,2.72,2022-09-15,23:45:30,Wed
32,2,97410497,61536413,3.66,2022-09-15,23:45:30,Wed
33,3,28618458,16670524,3.10,2022-09-15,23:45:30,Wed
34,7,6210000,1460000,1.40,2022-09-15,23:45:30,Wed
35,8,18610000,4430000,1.71,2022-09-15,23:45:30,Wed
36,9,10720000,2030000,1.08,2022-09-15,23:45:30,Wed
37,4,7000000,1790000,1.86,2022-09-15,00:00:26,Thu
38,5,23940000,7720000,2.99,2022-09-15,00:00:26,Thu
39,6,8690000,2210000,1.85,2022-09-15,00:00:26,Thu
40,1,2929278,1846012,2.72,2022-09-15,00:00:30,Thu
41,2,97394532,61536519,3.66,2022-09-15,00:00:30,Thu
42,3,28619433,16669501,3.10,2022-09-15,00:00:30,Thu
43,7,6210000,1460000,1.40,2022-09-15,00:00:32,Thu
44,8,18610000,4430000,1.71,2022-09-15,00:00:32,Thu
45,9,10720000,2030000,1.08,2022-09-15,00:00:32,Thu
46,4,6980000,1780000,1.86,2022-09-15,00:15:21,Thu
47,5,23940000,7720000,2.99,2022-09-15,00:15:21,Thu
48,6,8690000,2210000,1.85,2022-09-15,00:15:21,Thu
49,7,6210000,1470000,1.40,2022-09-15,00:15:27,Thu
50,8,18610000,4430000,1.71,2022-09-15,00:15:27,Thu
51,9,10720000,2030000,1.08,2022-09-15,00:15:27,Thu
52,1,2929281,1846014,2.72,2022-09-15,00:15:27,Thu
53,2,97384202,61536622,3.66,2022-09-15,00:15:27,Thu
54,3,28619713,16669527,3.10,2022-09-15,00:15:27,Thu
55,4,6980000,1780000,1.86,2022-09-15,00:30:23,Thu
56,5,23940000,7720000,2.99,2022-09-15,00:30:23,Thu
57,6,8690000,2210000,1.85,2022-09-15,00:30:23,Thu
58,7,6210000,1470000,1.40,2022-09-15,00:30:28,Thu
59,8,18610000,4430000,1.71,2022-09-15,00:30:28,Thu
60,9,10720000,2030000,1.08,2022-09-15,00:30:28,Thu
61,1,2929283,1846017,2.72,2022-09-15,00:30:29,Thu
62,2,97359726,61536727,3.66,2022-09-15,00:30:29,Thu
63,3,28619739,16669553,3.10,2022-09-15,00:30:29,Thu
64,4,6980000,1780000,1.86,2022-09-15,00:45:22,Thu
65,5,23940000,7710000,2.98,2022-09-15,00:45:22,Thu
66,6,8690000,2210000,1.86,2022-09-15,00:45:22,Thu
67,1,2929285,1845893,2.72,2022-09-15,00:45:26,Thu
68,2,97359275,61536882,3.66,2022-09-15,00:45:26,Thu
69,3,28619766,16669579,3.10,2022-09-15,00:45:26,Thu
70,7,6210000,1470000,1.40,2022-09-15,00:45:28,Thu
71,8,18610000,4430000,1.71,2022-09-15,00:45:28,Thu
72,9,10720000,2030000,1.08,2022-09-15,00:45:28,Thu
73,4,7000000,1790000,1.86,2022-09-15,01:00:24,Thu
74,5,23940000,7710000,2.98,2022-09-15,01:00:24,Thu
75,6,8690000,2210000,1.86,2022-09-15,01:00:24,Thu
76,1,2930639,1845895,2.71,2022-09-15,01:00:27,Thu
77,2,97318740,61554028,3.67,2022-09-15,01:00:27,Thu
78,3,28619706,16669605,3.10,2022-09-15,01:00:27,Thu
79,7,6210000,1470000,1.40,2022-09-15,01:00:30,Thu
80,8,18610000,4430000,1.71,2022-09-15,01:00:30,Thu
81,9,10720000,2030000,1.08,2022-09-15,01:00:30,Thu
82,4,7000000,1790000,1.86,2022-09-15,01:15:21,Thu
83,5,23940000,7710000,2.98,2022-09-15,01:15:21,Thu
84,6,8690000,2210000,1.86,2022-09-15,01:15:21,Thu
85,1,2930645,1845948,2.71,2022-09-15,01:15:24,Thu
86,2,97318914,61554135,3.67,2022-09-15,01:15:24,Thu
87,3,28619733,16669756,3.10,2022-09-15,01:15:24,Thu
88,7,6230000,1470000,1.40,2022-09-15,01:15:27,Thu
89,8,18610000,4430000,1.71,2022-09-15,01:15:27,Thu
90,9,10720000,2030000,1.08,2022-09-15,01:15:27,Thu
91,4,7020000,1790000,1.86,2022-09-15,01:30:23,Thu
92,5,23940000,7720000,2.99,2022-09-15,01:30:23,Thu
93,6,8690000,2210000,1.86,2022-09-15,01:30:23,Thu
94,1,2930594,1845950,2.71,2022-09-15,01:30:30,Thu
95,2,97305483,61554239,3.67,2022-09-15,01:30:30,Thu
96,3,28619747,16669782,3.10,2022-09-15,01:30:30,Thu
97,7,6230000,1470000,1.40,2022-09-15,01:30:31,Thu
98,8,18610000,4430000,1.71,2022-09-15,01:30:31,Thu
99,9,10720000,2030000,1.08,2022-09-15,01:30:31,Thu
100,4,7060000,1800000,1.86,2022-09-15,01:45:22,Thu
101,5,23940000,7720000,2.99,2022-09-15,01:45:22,Thu
102,6,8690000,2210000,1.86,2022-09-15,01:45:22,Thu
103,1,2930626,1845952,2.71,2022-09-15,01:45:25,Thu
104,2,97310100,61554484,3.67,2022-09-15,01:45:25,Thu
105,3,28619772,16670808,3.10,2022-09-15,01:45:25,Thu
106,7,6260000,1480000,1.40,2022-09-15,01:45:28,Thu
107,8,18610000,4430000,1.71,2022-09-15,01:45:28,Thu
108,9,10720000,2030000,1.08,2022-09-15,01:45:28,Thu
109,4,7040000,1800000,1.86,2022-09-15,02:00:23,Thu
110,5,23940000,7690000,2.97,2022-09-15,02:00:23,Thu
111,6,8690000,2250000,1.91,2022-09-15,02:00:23,Thu
112,7,6260000,1480000,1.40,2022-09-15,02:00:29,Thu
113,8,18610000,4430000,1.72,2022-09-15,02:00:29,Thu
114,9,10720000,2030000,1.08,2022-09-15,02:00:29,Thu
115,1,2930628,1849489,2.72,2022-09-15,02:00:30,Thu
116,2,97337378,61554585,3.66,2022-09-15,02:00:30,Thu
117,3,28664799,16674728,3.09,2022-09-15,02:00:30,Thu
118,4,6960000,1770000,1.85,2022-09-15,02:15:21,Thu
119,5,23940000,7670000,2.95,2022-09-15,02:15:21,Thu
120,6,8690000,2250000,1.91,2022-09-15,02:15:21,Thu
121,7,6180000,1460000,1.40,2022-09-15,02:15:27,Thu
122,8,18610000,4430000,1.71,2022-09-15,02:15:27,Thu
123,9,10720000,2030000,1.08,2022-09-15,02:15:27,Thu
124,1,2930600,1849491,2.72,2022-09-15,02:15:28,Thu
125,2,97521547,61554409,3.65,2022-09-15,02:15:28,Thu
126,3,28619821,16680758,3.10,2022-09-15,02:15:28,Thu
127,1,2930640,1849493,2.72,2022-09-15,02:30:28,Thu
128,2,97474572,61554506,3.65,2022-09-15,02:30:28,Thu
129,3,28618262,16680783,3.10,2022-09-15,02:30:28,Thu
130,4,7010000,1780000,1.85,2022-09-15,02:30:30,Thu
131,5,23940000,7670000,2.95,2022-09-15,02:30:30,Thu
132,6,8690000,2250000,1.91,2022-09-15,02:30:30,Thu
133,7,6230000,1470000,1.40,2022-09-15,02:30:43,Thu
134,8,18610000,4430000,1.72,2022-09-15,02:30:43,Thu
135,9,10720000,2030000,1.08,2022-09-15,02:30:43,Thu
136,4,7130000,1810000,1.85,2022-09-15,02:45:21,Thu
137,5,23940000,7670000,2.95,2022-09-15,02:45:21,Thu
138,6,8690000,2250000,1.91,2022-09-15,02:45:21,Thu
139,4,7300000,1860000,1.86,2022-09-15,03:53:25,Thu
140,5,23940000,7680000,2.95,2022-09-15,03:53:25,Thu
141,6,8690000,2250000,1.91,2022-09-15,03:53:25,Thu
142,1,2930258,1848962,2.72,2022-09-15,03:53:28,Thu
143,2,96590995,61543699,3.72,2022-09-15,03:53:28,Thu
144,3,27778422,16702367,3.31,2022-09-15,03:53:28,Thu
145,7,6410000,1450000,1.29,2022-09-15,03:53:31,Thu
146,8,18610000,4390000,1.68,2022-09-15,03:53:31,Thu
147,9,10720000,2030000,1.08,2022-09-15,03:53:31,Thu
148,4,7310000,1860000,1.86,2022-09-15,04:00:24,Thu
149,5,23940000,7680000,2.95,2022-09-15,04:00:24,Thu
150,6,8690000,2250000,1.91,2022-09-15,04:00:24,Thu
151,1,2930267,1848963,2.72,2022-09-15,04:00:28,Thu
152,2,96187221,61544038,3.75,2022-09-15,04:00:28,Thu
153,3,27778432,16702377,3.31,2022-09-15,04:00:28,Thu
154,7,6400000,1460000,1.31,2022-09-15,04:00:30,Thu
155,8,18610000,4390000,1.68,2022-09-15,04:00:30,Thu
156,9,10720000,2030000,1.08,2022-09-15,04:00:30,Thu
157,4,7310000,1860000,1.86,2022-09-15,04:15:23,Thu
158,5,23940000,7680000,2.95,2022-09-15,04:15:23,Thu
159,6,8690000,2250000,1.91,2022-09-15,04:15:23,Thu
160,7,6410000,1460000,1.31,2022-09-15,04:15:31,Thu
161,8,18610000,4390000,1.68,2022-09-15,04:15:31,Thu
162,9,10720000,2030000,1.08,2022-09-15,04:15:31,Thu
163,1,2929795,1848965,2.72,2022-09-15,04:15:31,Thu
164,2,96892582,61545053,3.70,2022-09-15,04:15:31,Thu
165,3,27758598,16659261,3.29,2022-09-15,04:15:31,Thu
166,4,7230000,1840000,1.86,2022-09-15,04:30:24,Thu
167,5,23950000,7680000,2.95,2022-09-15,04:30:24,Thu
168,6,8690000,2250000,1.91,2022-09-15,04:30:24,Thu
169,1,2929816,1848967,2.72,2022-09-15,04:30:29,Thu
170,2,97527821,61545384,3.65,2022-09-15,04:30:29,Thu
171,3,27693222,16546287,3.27,2022-09-15,04:30:29,Thu
172,7,6340000,1440000,1.31,2022-09-15,04:30:30,Thu
173,8,18610000,4390000,1.68,2022-09-15,04:30:30,Thu
174,9,10720000,2030000,1.08,2022-09-15,04:30:30,Thu
175,4,7160000,1820000,1.86,2022-09-15,04:45:22,Thu
176,5,23950000,7680000,2.95,2022-09-15,04:45:22,Thu
177,6,8690000,2250000,1.91,2022-09-15,04:45:22,Thu
178,1,2929746,1848969,2.72,2022-09-15,04:45:24,Thu
179,2,97640853,61545135,3.64,2022-09-15,04:45:24,Thu
180,3,27690239,16546312,3.27,2022-09-15,04:45:24,Thu
181,7,6270000,1430000,1.31,2022-09-15,04:45:27,Thu
182,8,18610000,4390000,1.68,2022-09-15,04:45:27,Thu
183,9,10720000,2030000,1.08,2022-09-15,04:45:27,Thu
184,4,7170000,1830000,1.86,2022-09-15,05:00:25,Thu
185,5,23950000,7680000,2.96,2022-09-15,05:00:25,Thu
186,6,8690000,2250000,1.91,2022-09-15,05:00:25,Thu
187,1,2929748,1853577,2.74,2022-09-15,05:00:29,Thu
188,2,97649154,61545237,3.64,2022-09-15,05:00:29,Thu
189,3,27690265,16546337,3.27,2022-09-15,05:00:29,Thu
190,7,6280000,1430000,1.31,2022-09-15,05:00:30,Thu
191,8,18610000,4390000,1.68,2022-09-15,05:00:30,Thu
192,9,10720000,2030000,1.08,2022-09-15,05:00:30,Thu
193,4,7130000,1830000,1.88,2022-09-15,05:15:21,Thu
194,5,23950000,7680000,2.96,2022-09-15,05:15:21,Thu
195,6,8690000,2250000,1.91,2022-09-15,05:15:21,Thu
196,1,2929750,1853579,2.74,2022-09-15,05:15:29,Thu
197,2,97858976,61545340,3.62,2022-09-15,05:15:29,Thu
198,3,27690291,16546364,3.27,2022-09-15,05:15:29,Thu
199,7,6280000,1430000,1.31,2022-09-15,05:15:29,Thu
200,8,18610000,4390000,1.68,2022-09-15,05:15:29,Thu
201,9,10720000,2030000,1.08,2022-09-15,05:15:29,Thu
202,4,7110000,1820000,1.88,2022-09-15,05:30:27,Thu
203,5,23950000,7680000,2.96,2022-09-15,05:30:27,Thu
204,6,8690000,2250000,1.91,2022-09-15,05:30:27,Thu
205,1,2929390,1853581,2.74,2022-09-15,05:30:29,Thu
206,2,97797219,61545441,3.63,2022-09-15,05:30:29,Thu
207,3,27685061,16546390,3.27,2022-09-15,05:30:29,Thu
208,7,6260000,1430000,1.31,2022-09-15,05:30:32,Thu
209,8,18610000,4390000,1.68,2022-09-15,05:30:32,Thu
210,9,10720000,2030000,1.08,2022-09-15,05:30:32,Thu
211,4,7110000,1820000,1.88,2022-09-15,05:45:21,Thu
212,5,23950000,7680000,2.96,2022-09-15,05:45:21,Thu
213,6,8690000,2250000,1.91,2022-09-15,05:45:21,Thu
214,1,2929392,1853584,2.74,2022-09-15,05:45:27,Thu
215,2,97786946,61545544,3.63,2022-09-15,05:45:27,Thu
216,3,27684508,16546206,3.27,2022-09-15,05:45:27,Thu
217,7,6260000,1430000,1.31,2022-09-15,05:45:29,Thu
218,8,18610000,4390000,1.68,2022-09-15,05:45:29,Thu
219,9,10720000,2030000,1.08,2022-09-15,05:45:29,Thu
220,4,7090000,1820000,1.88,2022-09-15,06:00:22,Thu
221,5,23950000,7680000,2.96,2022-09-15,06:00:22,Thu
222,6,8690000,2250000,1.91,2022-09-15,06:00:22,Thu
223,7,6240000,1420000,1.31,2022-09-15,06:00:30,Thu
224,8,18610000,4390000,1.68,2022-09-15,06:00:30,Thu
225,9,10720000,2030000,1.08,2022-09-15,06:00:30,Thu
226,1,2929394,1853586,2.74,2022-09-15,06:00:31,Thu
227,2,97787049,61545647,3.63,2022-09-15,06:00:31,Thu
228,3,27684534,16546232,3.27,2022-09-15,06:00:31,Thu
229,4,7100000,1820000,1.88,2022-09-15,06:15:21,Thu
230,5,23950000,7680000,2.96,2022-09-15,06:15:21,Thu
231,6,8690000,2250000,1.91,2022-09-15,06:15:21,Thu
232,7,6250000,1420000,1.31,2022-09-15,06:15:28,Thu
233,8,18610000,4390000,1.68,2022-09-15,06:15:28,Thu
234,9,10720000,2030000,1.08,2022-09-15,06:15:28,Thu
235,1,2929396,1853588,2.74,2022-09-15,06:15:28,Thu
236,2,97963424,61545748,3.62,2022-09-15,06:15:28,Thu
237,3,27684560,16546258,3.27,2022-09-15,06:15:28,Thu
238,7,6260000,1430000,1.31,2022-09-15,06:30:28,Thu
239,8,18610000,4390000,1.68,2022-09-15,06:30:28,Thu
240,9,10720000,2030000,1.08,2022-09-15,06:30:28,Thu
241,1,2929461,1853590,2.74,2022-09-15,06:30:34,Thu
242,2,97899258,61546042,3.62,2022-09-15,06:30:34,Thu
243,3,27684583,16546281,3.27,2022-09-15,06:30:34,Thu
244,4,7100000,1820000,1.88,2022-09-15,06:45:22,Thu
245,5,23950000,7680000,2.96,2022-09-15,06:45:22,Thu
246,6,8690000,2250000,1.91,2022-09-15,06:45:22,Thu
247,1,2929467,1853593,2.74,2022-09-15,06:45:28,Thu
248,2,97900111,61546145,3.62,2022-09-15,06:45:28,Thu
249,3,27684610,16546308,3.27,2022-09-15,06:45:28,Thu
250,7,6250000,1420000,1.31,2022-09-15,06:45:34,Thu
251,8,18610000,4390000,1.68,2022-09-15,06:45:34,Thu
252,9,10720000,2030000,1.08,2022-09-15,06:45:34,Thu
253,4,7100000,1820000,1.88,2022-09-15,07:00:22,Thu
254,5,23950000,7680000,2.96,2022-09-15,07:00:22,Thu
255,6,8690000,2250000,1.91,2022-09-15,07:00:22,Thu
256,7,6250000,1420000,1.31,2022-09-15,07:00:28,Thu
257,8,18610000,4380000,1.67,2022-09-15,07:00:28,Thu
258,9,10720000,2030000,1.08,2022-09-15,07:00:28,Thu
259,1,2929469,1853595,2.74,2022-09-15,07:00:35,Thu
260,2,97882211,61546249,3.62,2022-09-15,07:00:35,Thu
261,3,27684637,16546335,3.27,2022-09-15,07:00:35,Thu
262,4,7140000,1820000,1.85,2022-09-15,07:15:23,Thu
263,5,23950000,7680000,2.96,2022-09-15,07:15:23,Thu
264,6,8690000,2250000,1.91,2022-09-15,07:15:23,Thu
265,1,2929465,1853597,2.74,2022-09-15,07:15:27,Thu
266,2,97882562,61546349,3.62,2022-09-15,07:15:27,Thu
267,3,27684662,16546361,3.27,2022-09-15,07:15:27,Thu
268,7,6250000,1420000,1.31,2022-09-15,07:15:30,Thu
269,8,18610000,4380000,1.67,2022-09-15,07:15:30,Thu
270,9,10720000,2030000,1.08,2022-09-15,07:15:30,Thu
271,4,7160000,1820000,1.85,2022-09-15,07:30:24,Thu
272,5,23950000,7680000,2.96,2022-09-15,07:30:24,Thu
273,6,8690000,2250000,1.91,2022-09-15,07:30:24,Thu
274,7,6260000,1430000,1.31,2022-09-15,07:30:29,Thu
275,8,18610000,4380000,1.67,2022-09-15,07:30:29,Thu
276,9,10720000,2070000,1.12,2022-09-15,07:30:29,Thu
277,1,2929464,1853596,2.74,2022-09-15,07:30:31,Thu
278,2,94989569,61546459,3.85,2022-09-15,07:30:31,Thu
279,3,27685191,16546889,3.27,2022-09-15,07:30:31,Thu
280,4,7150000,1820000,1.85,2022-09-15,07:45:22,Thu
281,5,23950000,7680000,2.96,2022-09-15,07:45:22,Thu
282,6,8690000,2250000,1.91,2022-09-15,07:45:22,Thu
283,7,6260000,1430000,1.31,2022-09-15,07:45:27,Thu
284,8,18610000,4380000,1.67,2022-09-15,07:45:27,Thu
285,9,10720000,2070000,1.12,2022-09-15,07:45:27,Thu
286,1,2930367,1853755,2.74,2022-09-15,07:45:28,Thu
287,2,100791538,61546566,3.41,2022-09-15,07:45:28,Thu
288,3,27685217,16546916,3.27,2022-09-15,07:45:28,Thu
289,4,7160000,1820000,1.85,2022-09-15,08:00:24,Thu
290,5,23950000,7680000,2.96,2022-09-15,08:00:24,Thu
291,6,8690000,2250000,1.91,2022-09-15,08:00:24,Thu
292,7,6260000,1430000,1.31,2022-09-15,08:00:29,Thu
293,8,18610000,4380000,1.67,2022-09-15,08:00:29,Thu
294,9,10720000,2070000,1.12,2022-09-15,08:00:29,Thu
295,1,2930369,1853824,2.74,2022-09-15,08:00:31,Thu
296,2,100739764,61546671,3.42,2022-09-15,08:00:31,Thu
297,3,27705244,16546944,3.26,2022-09-15,08:00:31,Thu
298,4,7160000,1820000,1.85,2022-09-15,08:15:23,Thu
299,5,23950000,7680000,2.96,2022-09-15,08:15:23,Thu
300,6,8690000,2250000,1.91,2022-09-15,08:15:23,Thu
301,7,6260000,1430000,1.31,2022-09-15,08:15:30,Thu
302,8,18610000,4380000,1.67,2022-09-15,08:15:30,Thu
303,9,10720000,2070000,1.12,2022-09-15,08:15:30,Thu
304,1,2930371,1853826,2.74,2022-09-15,08:15:30,Thu
305,2,100637938,61546770,3.42,2022-09-15,08:15:30,Thu
306,3,27705270,16546970,3.26,2022-09-15,08:15:30,Thu
307,4,7140000,1820000,1.85,2022-09-15,08:30:23,Thu
308,5,23950000,7680000,2.96,2022-09-15,08:30:23,Thu
309,6,8690000,2250000,1.91,2022-09-15,08:30:23,Thu
310,4,6940000,1770000,1.86,2022-09-15,12:02:16,Thu
311,5,23940000,7660000,2.95,2022-09-15,12:02:16,Thu
312,6,8690000,2300000,2.00,2022-09-15,12:02:16,Thu
313,1,2932149,1854632,2.74,2022-09-15,12:02:21,Thu
314,2,101111463,61554984,3.39,2022-09-15,12:02:21,Thu
315,3,27693479,16524639,3.26,2022-09-15,12:02:21,Thu
316,7,6070000,1380000,1.31,2022-09-15,12:02:21,Thu
317,8,18600000,4430000,1.71,2022-09-15,12:02:21,Thu
318,9,10710000,2070000,1.12,2022-09-15,12:02:21,Thu
319,4,6930000,1770000,1.86,2022-09-15,12:15:36,Thu
320,5,23940000,7660000,2.95,2022-09-15,12:15:36,Thu
321,6,8690000,2300000,2.00,2022-09-15,12:15:36,Thu
322,1,2932151,1854634,2.74,2022-09-15,12:15:43,Thu
323,2,101025508,61555066,3.40,2022-09-15,12:15:43,Thu
324,3,27761911,16524660,3.24,2022-09-15,12:15:43,Thu
325,7,6070000,1380000,1.31,2022-09-15,12:15:44,Thu
326,8,18600000,4430000,1.71,2022-09-15,12:15:44,Thu
327,9,10710000,2070000,1.12,2022-09-15,12:15:44,Thu
328,4,6990000,1780000,1.86,2022-09-15,12:30:39,Thu
329,5,23940000,7660000,2.95,2022-09-15,12:30:39,Thu
330,6,8690000,2300000,2.00,2022-09-15,12:30:39,Thu
331,1,2932206,1854636,2.74,2022-09-15,12:30:46,Thu
332,2,100970381,61561455,3.40,2022-09-15,12:30:46,Thu
333,3,27756015,16524683,3.24,2022-09-15,12:30:46,Thu
334,4,7010000,1790000,1.86,2022-09-15,12:45:34,Thu
335,5,23940000,7680000,2.96,2022-09-15,12:45:34,Thu
336,6,8690000,2300000,2.00,2022-09-15,12:45:34,Thu
337,7,6130000,1400000,1.31,2022-09-15,12:45:40,Thu
338,8,18600000,4430000,1.71,2022-09-15,12:45:40,Thu
339,9,10710000,2070000,1.12,2022-09-15,12:45:40,Thu
340,1,2932177,1854638,2.74,2022-09-15,12:45:44,Thu
341,2,100769401,61561538,3.42,2022-09-15,12:45:44,Thu
342,3,27755850,16524705,3.24,2022-09-15,12:45:44,Thu
343,4,7010000,1790000,1.86,2022-09-15,13:00:41,Thu
344,5,23940000,7680000,2.96,2022-09-15,13:00:41,Thu
345,6,8690000,2300000,2.00,2022-09-15,13:00:41,Thu
346,7,6130000,1400000,1.31,2022-09-15,13:00:45,Thu
347,8,18600000,4430000,1.71,2022-09-15,13:00:45,Thu
348,9,10710000,2070000,1.13,2022-09-15,13:00:45,Thu
349,1,2932199,1854794,2.74,2022-09-15,13:00:46,Thu
350,2,100551021,61561628,3.43,2022-09-15,13:00:46,Thu
351,3,27754722,16523576,3.24,2022-09-15,13:00:46,Thu
352,4,7020000,1790000,1.86,2022-09-15,13:15:35,Thu
353,5,23940000,7680000,2.96,2022-09-15,13:15:35,Thu
354,6,8690000,2300000,2.00,2022-09-15,13:15:35,Thu
355,1,2932201,1854791,2.74,2022-09-15,13:15:40,Thu
356,2,100110210,61561710,3.46,2022-09-15,13:15:40,Thu
357,3,27754744,16523597,3.24,2022-09-15,13:15:40,Thu
358,7,6140000,1400000,1.31,2022-09-15,13:15:42,Thu
359,8,18600000,4430000,1.71,2022-09-15,13:15:42,Thu
360,9,10710000,2070000,1.13,2022-09-15,13:15:42,Thu
361,4,7050000,1800000,1.86,2022-09-15,13:45:35,Thu
362,5,23940000,7680000,2.96,2022-09-15,13:45:35,Thu
363,6,8690000,2300000,2.00,2022-09-15,13:45:35,Thu
364,1,2932231,1854785,2.74,2022-09-15,13:45:36,Thu
365,2,97476260,61561838,3.65,2022-09-15,13:45:36,Thu
366,3,27754800,16523812,3.24,2022-09-15,13:45:36,Thu
367,7,6180000,1410000,1.31,2022-09-15,13:45:41,Thu
368,8,18600000,4430000,1.71,2022-09-15,13:45:41,Thu
369,9,10710000,2100000,1.16,2022-09-15,13:45:41,Thu
370,4,7050000,1800000,1.86,2022-09-15,14:00:36,Thu
371,5,23940000,7680000,2.96,2022-09-15,14:00:36,Thu
372,6,8690000,2300000,2.00,2022-09-15,14:00:36,Thu
373,1,2932233,1854788,2.74,2022-09-15,14:00:42,Thu
374,2,100865204,61562006,3.41,2022-09-15,14:00:42,Thu
375,3,27754823,16523834,3.24,2022-09-15,14:00:42,Thu
376,7,6170000,1410000,1.31,2022-09-15,14:00:44,Thu
377,8,18600000,4430000,1.71,2022-09-15,14:00:44,Thu
378,9,10710000,2100000,1.16,2022-09-15,14:00:44,Thu
379,4,7040000,1790000,1.86,2022-09-15,14:15:35,Thu
380,5,23940000,7680000,2.96,2022-09-15,14:15:35,Thu
381,6,8690000,2300000,2.00,2022-09-15,14:15:35,Thu
382,7,6150000,1400000,1.31,2022-09-15,14:15:43,Thu
383,8,18600000,4430000,1.71,2022-09-15,14:15:43,Thu
384,9,10710000,2100000,1.16,2022-09-15,14:15:43,Thu
385,1,2932235,1854790,2.74,2022-09-15,14:15:45,Thu
386,2,100855198,61561214,3.41,2022-09-15,14:15:45,Thu
387,3,27754842,16523854,3.24,2022-09-15,14:15:45,Thu
388,4,7080000,1800000,1.86,2022-09-15,14:30:38,Thu
389,5,23940000,7680000,2.96,2022-09-15,14:30:38,Thu
390,6,8690000,2300000,2.00,2022-09-15,14:30:38,Thu
391,1,2932244,1854794,2.74,2022-09-15,14:30:44,Thu
392,2,100731755,61561263,3.42,2022-09-15,14:30:44,Thu
393,3,27755749,16524256,3.24,2022-09-15,14:30:44,Thu
394,7,6180000,1410000,1.31,2022-09-15,14:30:45,Thu
395,8,18600000,4430000,1.71,2022-09-15,14:30:45,Thu
396,9,10710000,2100000,1.16,2022-09-15,14:30:45,Thu
397,4,7070000,1800000,1.86,2022-09-15,14:45:35,Thu
398,5,23940000,7680000,2.96,2022-09-15,14:45:35,Thu
399,6,8690000,2300000,2.00,2022-09-15,14:45:35,Thu
400,1,2932246,1854796,2.74,2022-09-15,14:45:42,Thu
401,2,100685038,61561557,3.42,2022-09-15,14:45:42,Thu
402,3,27755772,16504163,3.23,2022-09-15,14:45:42,Thu
403,7,6190000,1410000,1.31,2022-09-15,14:45:43,Thu
404,8,18600000,4430000,1.71,2022-09-15,14:45:43,Thu
405,9,10710000,2100000,1.16,2022-09-15,14:45:43,Thu
406,4,7050000,1800000,1.86,2022-09-15,15:00:38,Thu
407,5,23940000,7680000,2.96,2022-09-15,15:00:38,Thu
408,6,8690000,2300000,2.00,2022-09-15,15:00:38,Thu
409,1,2932041,1854798,2.74,2022-09-15,15:00:43,Thu
410,2,100674377,61557889,3.42,2022-09-15,15:00:43,Thu
411,3,27755795,16504185,3.23,2022-09-15,15:00:43,Thu
412,7,6170000,1410000,1.31,2022-09-15,15:00:44,Thu
413,8,18600000,4430000,1.71,2022-09-15,15:00:44,Thu
414,9,10710000,2100000,1.16,2022-09-15,15:00:44,Thu
415,4,7030000,1790000,1.86,2022-09-15,15:15:36,Thu
416,5,23940000,7680000,2.96,2022-09-15,15:15:36,Thu
417,6,8690000,2300000,2.00,2022-09-15,15:15:36,Thu
418,7,6160000,1400000,1.31,2022-09-15,15:15:41,Thu
419,8,18600000,4430000,1.71,2022-09-15,15:15:41,Thu
420,9,10710000,2100000,1.16,2022-09-15,15:15:41,Thu
421,1,2932043,1854800,2.74,2022-09-15,15:15:43,Thu
422,2,100665498,61557982,3.42,2022-09-15,15:15:43,Thu
